nomer_stroki;model;strana;zakazchik_i_obekt;zakazchik;god_postavki;hvost_stroki;istochnik;data_sbora
606;К-1500-62-2;Украина;Криворожский МЗ Криворожский МЗ;Криворожский МЗ;1964;9 1590 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
607;К-3250-42-1;Россия;Свободный Сокол МЗ Свободный Сокол МЗ;Свободный Сокол МЗ;1964;9,8 2450 2 0,44 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
608;К-3000-61-1;Украина;МЗ им.Ильича МЗ им.Ильича;МЗ им.Ильича;1964;20,5 3200 3 0,65 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
609;Н-360-22-3;Россия;Стерлитомакский СЦ завод Стерлитомакский СЦ завод;Стерлитомакский СЦ завод;1964;не менее 0.4 230 1 0,17 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
610;165-21-1;Россия;Салаватнефтеоргсинтез Салаватнефтеоргсинтез;Салаватнефтеоргсинтез;1965;2,5 167 1 1,47 0,74 Электродвигатель Химическая смесь газов;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
611;К-105-61-1;Россия;Омский завод синтетического каучука Омский завод синтетического каучука;Омский завод синтетического каучука;1965;3,5 115 3 1,72 0,15 Электродвигатель Химическая пропилен;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
612;К-4250-41-2;Индия;Бхилайский МЗ Бхилайский МЗ я;Бхилайский МЗ;1965;18 4240 2 0,40 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
613;Н-200-11-1;Казахстан;Балхашский ГМК Балхашский ГМК;Балхашский ГМК;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
614;Н-200-11-1;Белоруссия;Гомель Центролит;Гомель Центролит;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
615;Н-200-11-1;Россия;Красноуральский медеплавильный завод Красноуральский медеплавильный завод;Красноуральский медеплавильный завод;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
616;Н-200-11-1;Россия;Рязанский литейный завод Рязанский литейный завод;Рязанский литейный завод;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
617;Н-200-11-1;Россия;Центролит Центролит;Центролит;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
618;Н-200-11-1;Казахстан;Чимкентский свинцово- цинковый комбинат Чимкентский свинцово-цинковый комбинат;Чимкентский свинцово- цинковый комбинат Чимкентский свинцово-цинковый комбинат;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
619;К-1500-62-2;Россия;Азот Азот;Азот;1965;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
620;К-1500-62-2;Армения;Армянский СНХ Армянский СНХ;Армянский СНХ;1965;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
621;К-1500-62-2;Россия;Куйбышевазот Куйбышевазот;Куйбышевазот;1965;9 1590 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
622;К-1500-62-2;Узбекистан;Электрохимпром Электрохимпром;Электрохимпром;1965;9 1590 3 0,74 0,10 Электродвигатель Энергетика воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
623;К-350-61-2;Россия;Губахинский ХЗ Губахинский ХЗ;Губахинский ХЗ;1965;9 370 3 7,35 0,97 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
624;К-350-61-2;Азербайджан;Сумгаитский ХК Сумгаитский ХК;Сумгаитский ХК;1965;9 370 3 7,35 0,97 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
625;Н-200-11-1;Россия;п/я 558;п/я 558;1965;0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
626;К-380-101-1;Россия;Миннибаевский газобензиновый завод Миннибаевский газобензиновый завод;Миннибаевский газобензиновый завод;1965;не менее 2.6 363 2 4,12 0,15 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
627;Н-3500-14-1;Индия;Бхилайский МЗ Бхилайский МЗ;Бхилайский МЗ;1965;1,3 4000 1 0,09 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
628;К-480-42-1;Узбекистан;Азот Азот;Азот;1965;1,6 480 1 0,39 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
629;К-480-42-1;Россия;Азот Азот;Азот;1965;1,6 480 1 0,39 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
630;К-480-42-1;Россия;Ангарскнефтеоргсинтез Ангарскнефтеоргсинтез;Ангарскнефтеоргсинтез;1965;1,6 480 1 0,39 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
631;К-480-42-1;Россия;Куйбышевазот Куйбышевазот;Куйбышевазот;1965;1,6 480 1 0,39 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
632;К-480-42-1;Узбекистан;Навоиазот Навоиазот;Навоиазот;1965;1,6 480 1 0,39 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
633;К-480-42-1;Украина;Стирол Стирол;Стирол;1965;1,6 480 1 0,39 0,09 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
634;К-500-61-2;Польша;Химический комбинат Химический комбинат;Химический комбинат;1965;3,15 525 3 0,90 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
