inn;predpriyatie;nazvanie_egrul;adres;sayt;rukovoditel;dolzhnost_rukovoditelya;status_egrul;vyruchka;vyruchka_god;okved_osnovnoy;okvedov;okved_kody;ssylka_checko;ssylka_okved
4246004250;"ООО ОФ """"Анжерская";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА""";г Кемерово, ул Сарыгина, д 29, помещ 43;;Зяблов Андрей Павлович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;LIQUIDATED;;;;2;46.73 02.20;https://checko.ru/company/fabrika-1044246001381;https://checko.ru/company/1044246001381/activity
6147025090;"ФКП """"КОМБИНАТ """"КАМЕНСКИЙ";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КОМБИНАТ ""КАМЕНСКИЙ""";Ростовская обл, г Каменск-Шахтинский, ул Сапрыгина, д 8;fkpkk.ru;Аташев Юлдаш Махамаджанович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;;;;42;25.40 20.59.5 52.29 61.10.1 71.20.1 71.20.9 11.01.4 20.14.2 20.14.7 20.16 20.30.2 20.59.4 25.29 25.99.29 26.51.6 28.30.3 28.30.5 28.30.6 28.30.7 31.09 35.13 35.30.5 38.32.3 38.32.4 38.32.59 41.20 46.73.4 46.76.3 55.10 56.29 61.10 71.11.1 71.12 71.12.1 71.12.12 71.12.13 71.12.45 85.41.91 85.42.9 86.90.4 86.90.9 87.90;https://checko.ru/company/fkp-kombinat-kamensky-1066147003658;https://checko.ru/company/1066147003658/activity
9403000070;"ООО """"ЮГМК";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ ГОРНО-МЕТАЛЛУРГИЧЕСКИЙ КОМПЛЕКС""";Луганская Народная Респ, г Алчевск, ул Шмидта, д 4, ком 20;ygmk.ru;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗМЕТАЛЛСЕРВИС""";;ACTIVE;68,3 млрд;2025;;125;24.10.3 07.10.3 19.10 20.11 20.14.7 20.15.3 24.10.11 24.10.12 24.10.21 24.10.7 25.73 36.00.1 38.32.59 46.90 47.25 47.29 56.29.2 68.20.29 82.99 07.10 08.11 08.12 08.99 10.13 10.20 10.39 10.61 10.71 10.72 10.85 10.89 14.12 16.24 20.13 20.14 20.15 20.51 23.52.1 24.10 24.32 24.42 24.45 24.51 24.52 24.54 25.11 25.61 25.62 33.12 33.14 33.20 35.11 35.12 35.13 35.14 35.22 35.30 36.00 37.00 38.11 38.12 38.21 38.22 38.32 38.32.3 41.10 41.20 42.21 42.22 42.99 43.11 43.21 43.22 43.29 43.32 43.91 43.99 46.71 46.72 46.75 46.77 49.20 49.20.1 49.31.21 49.39 49.41 49.50 52.10 52.21 52.24 52.29 55.10 55.20 55.90 56.29 61.10 61.20 61.90 62.01 62.03 62.09 64.99 66.19 68.10 68.20 68.32 71.12 71.20 77.11 77.12 77.32 77.33 77.39 77.40 80.20 85.30 85.42 86.90 91.01 91.02 93.11 93.12 95.12 96.01 96.04;https://checko.ru/company/yugmk-1229400000158;https://checko.ru/company/1229400000158/activity
5020002781;"ОАО """"ГЕРКУЛЕС";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЕРКУЛЕС""";Московская обл, г Клин, ул Лавровская дорога, к 71;hercules-klin.ru;Ефимов Владимир Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;905 млн;2025;;14;10.91.1 10.61.3 10.61 10.9 37.00 46.21 46.38 46.90 47.9 52.10.3 52.10.9 52.21 56.29 82.92;https://checko.ru/company/gerkules-1025002586179;https://checko.ru/company/1025002586179/activity
8609002880;"ОАО """"Варьеганнефть";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВАРЬЕГАННЕФТЬ""";Ханты-Мансийский Автономный округ - Югра, г Радужный, Южная промышленная зона, ул Индустриальная, стр 51;varneft.ru;Провоторов Андрей Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;13,5 млрд;2025;;45;06.10.1 06.10.3 08.12.1 09.10.9 46.90 68.20.1 06.20 09.10 09.90 19.20 25.50 25.61 33.12 33.14 35.22 35.30.14 35.30.4 35.30.5 37.00 38.12 38.21 38.22 42.21 43.12 43.13 43.21 43.22 45.20.2 46.71 49.39.13 49.41.1 49.50 52.10 56.29.2 68.10 68.20 71.12 71.20 77.11 77.12 81.21 81.29.2 84.22 86.90 96.01;https://checko.ru/company/pao-varyeganneft-1028601465364;https://checko.ru/company/1028601465364/activity
1207006988;"ООО """"Пивоваренная компания НАШЕ ПИВО";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИВОВАРЕННАЯ КОМПАНИЯ НАШЕ ПИВО""";Респ Марий Эл, пгт Медведево, ул Чехова, д 24А;;Полевщиков Михаил Анатольевич;ДИРЕКТОР;ACTIVE;346 млн;2025;;88;11.0 11.05 11.06 11.07 22.22 35.30.14 35.30.4 35.30.5 41.2 41.20 43.2 43.21 43.22 43.29 43.3 43.31 43.32 43.33 43.34 43.39 43.99 43.99.1 45.2 45.20.1 45.20.2 46.1 46.2 46.21.19 46.3 46.34 46.34.1 46.34.2 46.34.23 46.9 49.3 49.4 49.41.1 49.41.2 49.41.3 52.10 52.10.3 52.10.9 52.2 52.21 52.21.2 52.21.24 52.24 52.29 64.9 64.92 64.92.2 64.92.3 64.99 64.99.11 64.99.3 68.1 68.10 68.10.1 68.10.12 68.10.22 68.10.23 68.2 73.1 74.20 74.30 77.11 77.3 77.31 77.32 77.33 77.33.1 77.33.2 77.39 77.39.1 77.39.11 77.39.2 77.39.21 77.39.23 77.39.25 77.39.27 77.39.29 78.1 78.10 78.20 82.92 82.99 94.1 94.11;https://checko.ru/company/pivovarennaya-kompaniya-nashe-pivo-1031201401153;https://checko.ru/company/1031201401153/activity
7723006328;"АО """"ГАЗПРОМНЕФТЬ - МНПЗ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМНЕФТЬ - МОСКОВСКИЙ НПЗ""";г Москва, Капотня 2-й кв-л, д 1 к 3;mnpz.gazprom-neft.ru;Зубер Виталий Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;35,1 млрд;2021;;26;19.20.9 35.30.3 36.00.2 19.20 20.11 20.13 33.20 35.30 37.00 42.99 46.72.23 49.41.1 49.50.11 52.10.21 52.10.22 52.21 52.24 68.10 68.20.2 71.12 71.20 81.10 84.25.1 85.30 85.42.9 86.21;https://checko.ru/company/gazpromneft-mnpz-1027700500190;https://checko.ru/company/1027700500190/activity
4710012865;"ООО """"ЛЗ """"БЕЛКОЗИН";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУЖСКИЙ ЗАВОД ""БЕЛКОЗИН""";Ленинградская обл, г Луга, Ленинградское шоссе, д 28;;Степанов Илья Витальевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,3 млрд;2025;;17;10.89.9 21.20.1 10.11.5 10.13 10.13.9 10.41.1 21.10 21.20 37.00 46.32 46.38.29 46.46 46.90 55.90 56.29 68.20 93.11;https://checko.ru/company/luzhsky-zavod-belkozin-1164704066933;https://checko.ru/company/1164704066933/activity
4223035004;"ООО """"Шахта им. Дзержинского";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАХТА ИМ. ДЗЕРЖИНСКОГО""";Кемеровская область - Кузбасс, г Прокопьевск, ул Забутовочная, д 1;;Филиппов Дмитрий Сергеевич;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;;;;18;05.10.15 05.10.11 05.10.12 05.10.13 05.10.14 05.10.16 08.12 37.00 42.99 43.12.4 46.12 47.11 55.10 56.29 64.99 68.10.1 68.20 85.42.9;https://checko.ru/company/shahta-im-dzerzhinskogo-1034223011239;https://checko.ru/company/1034223011239/activity
1644046944;"ООО """"РемСервисТранспорт";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСЕРВИСТРАНСПОРТ""";Респ Татарстан, г Альметьевск, ул Загита Гамирова, д 1, помещ 18;;Гузев Владимир Николаевич;ДИРЕКТОР;ACTIVE;3,1 млрд;2025;;46;49.41.1 09.10.9 45.11.2 45.11.3 45.19.2 45.19.3 45.20.1 45.20.2 45.31.2 45.32 45.40.2 45.40.3 45.40.4 45.40.5 47.30 49.3 49.31.2 49.31.21 49.32 49.39.11 49.39.12 49.41.2 49.41.3 52.10 52.10.1 52.10.2 52.10.21 52.10.22 52.10.23 52.10.3 52.10.9 52.21.21 52.21.22 52.21.23 52.21.24 52.24 52.24.1 52.24.2 52.29 77.11 77.39.1 77.39.12 77.39.21 77.39.22 77.39.23 82.99;https://checko.ru/company/rst-1071644004035;https://checko.ru/company/1071644004035/activity
0266029390;"ООО """"НСТЭЦ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВО-САЛАВАТСКАЯ ТЭЦ""";Респ Башкортостан, г Салават, ул Молодогвардейцев, зд 54 стр 1;nslvtec.ru;Талаев Валентин Леонтьевич;ДИРЕКТОР;ACTIVE;31,1 млрд;2025;;85;35.14 35.11.1 35.11.2 35.30.11 82.99 35.11.4 35.12 35.13 35.30.13 35.30.14 35.30.2 35.30.3 35.30.4 35.30.5 36.00.1 36.00.2 37.00 38.1 38.2 42.21 42.22.2 42.91.2 42.91.4 42.99 43.12.3 43.2 43.3 43.91 43.99 43.99.7 45.1 47.41 47.41.4 47.59.1 49.41.1 49.41.2 49.41.3 52.10.21 52.10.22 52.10.23 52.29 61.10.1 64.92.1 64.92.2 64.92.3 64.99.11 64.99.3 68.1 68.2 68.31.1 68.31.2 68.31.3 68.31.4 68.32 69.10 69.20 70.10.1 70.10.2 71.12.1 71.12.13 71.12.45 71.12.53 71.12.55 71.12.6 71.12.63 71.12.64 71.20.1 71.20.3 71.20.6 71.20.9 72.1 73.20 77.11 77.3 77.32 77.33 77.39.21 77.39.23 77.39.25 80.10 80.20 80.30 84.24 84.25 86.90.9;https://checko.ru/company/nstehc-1070277006480;https://checko.ru/company/1070277006480/activity
4253000827;"ООО """"ШАХТА """"ЕСАУЛЬСКАЯ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАХТА ""ЕСАУЛЬСКАЯ""";Кемеровская область - Кузбасс, г Новокузнецк, р-н Куйбышевский, пр-кт Курако, зд 33;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАСПАДСКАЯ УГОЛЬНАЯ КОМПАНИЯ""";;ACTIVE;9,9 млрд;2023;;13;05.10.15 46.77 46.90 52.10.9 68.20.29 82.99 85.30 86.90.9 05.10.1 38.21 42.21 43.12.4 46.71.1;https://checko.ru/company/shahta-esaulskaya-1114253001807;https://checko.ru/company/1114253001807/activity
0266012678;"ОАО """"Салаватнефтехимремстрой";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САЛАВАТНЕФТЕХИМРЕМСТРОЙ""";Московская обл, г Одинцово, ул Садовая, д 3, офис 405;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФТЕХИМРЕМСТРОЙ""";;ACTIVE;7,2 млн;2025;;3;68.20.2 68.20.1 70.22;https://checko.ru/company/snhrs-1020201992920;https://checko.ru/company/1020201992920/activity
7451341341;"ООО """"Хладокомбинат №1";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕЛЯБИНСКИЙ ХЛАДОКОМБИНАТ № 1""";454090, ЧЕЛЯБИНСКАЯ ОБЛАСТЬ, Г ЧЕЛЯБИНСК, ПР-КТ ЛЕНИНА, Д. 27, СТРОЕНИЕ 7 НЕЖ. П. 13 ОФИС 41;chelhk.ru;Леканов Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;219,5 млн;2025;;15;52.10.1 10.52 35.30.15 46.33.1 46.33.3 46.38.26 46.38.29 47.11.1 52.10.9 52.21.24 52.24 68.20.2 77.39.1 77.39.23 77.39.27;https://checko.ru/company/hladokombinat-1-1127451010939;https://checko.ru/company/1127451010939/activity
7736036626;"АО """"РИТЭК";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКАЯ ИННОВАЦИОННАЯ ТОПЛИВНО-ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";г Самара, ул Ленинская, д 120А;;Николаев Николай Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;;;;22;06.10.1 06.10.3 08.12 41.20 42.21 42.22.2 43.12.3 43.99.5 46.71 49.41.1 49.50.11 49.50.21 64.92.3 64.99.1 68.10.21 68.10.22 68.10.23 68.20.2 71.12.3 71.12.41 72.19 85.42;https://checko.ru/company/ritehk-1028601440955;https://checko.ru/company/1028601440955/activity
5249074105;"ООО """"Синтез-ПКЖ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНТЕЗ-ПКЖ""";Нижегородская обл, г Дзержинск, Восточное шоссе, д 119А, помещ 13;;Федосов Алексей Евгеньевич;ДИРЕКТОР;LIQUIDATED;841,2 млн;2021;;8;20.13 24.10.12 24.10.14 27.11 46.75.2 46.9 47.91 73.20;https://checko.ru/company/sintez-pkzh-1045206819041;https://checko.ru/company/1045206819041/activity
5405950881;"ООО """"Новокузнецкий мелькомбинат";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОКУЗНЕЦКИЙ МЕЛЬКОМБИНАТ""";г Новосибирск, ул Большевистская, д 135;belyaevskaya.ru;Беляев Сергей Иванович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;2,5 млрд;2025;;15;10.61.2 10.61.3 10.61.4 46.17 46.21 46.38 46.90 56.29.2 10.61 10.91 46.21.11 46.36.4 46.38.23 46.38.24 52.10.3;https://checko.ru/company/nm-1144253006413;https://checko.ru/company/1144253006413/activity
0274092758;"ОАО """"УКХП";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УФИМСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""";г Уфа, ул Элеваторная, д 1;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРИНОЕ ЦАРСТВО""";;LIQUIDATED;5,2 млрд;2025;;12;10.91.1 10.61 10.61.2 10.91 35.30 35.30.14 35.30.2 36.00.1 37.00 46.21 52.10.3 71.20;https://checko.ru/company/ukhp-1030203936091;https://checko.ru/company/1030203936091/activity
0274964487;"ООО """"АМИОЙЛ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМИОЙЛ""";г Уфа, ул Степана Кувыкина, д 37, кв 11;;Насретдинов Рустем Рашитович;ДИРЕКТОР;ACTIVE;115,5 млн;2025;;26;52.10.2 09.10.4 35.22 41.20 42.21 42.22 42.99 43.21 43.22 43.29 43.31 43.99 45.11 45.31 45.32 46.71 47.11 47.19 47.78 47.78.6 49.41 49.50 52.10.22 52.10.23 52.24 52.29;https://checko.ru/company/amioyl-1210200015409;https://checko.ru/company/1210200015409/activity
6453163766;"ООО """"РУСАГРО-САРАТОВ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСАГРО-САРАТОВ""";г Саратов, пр-кт им 50 лет Октября, зд 112А, помещ 204;;Луцев Николай Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;46,8 млрд;2025;;38;10.42 10.41.54 10.41.56 10.41.57 10.41.6 10.84 10.89.1 20.11 35.30.11 46.33 68.20.1 10.41.24 10.41.5 10.71 20.41.1 20.41.3 35.30.14 45.20.2 46.11 46.11.3 46.11.31 46.11.32 46.11.33 46.11.34 46.17 46.21 46.33.3 46.38.29 49.20 49.41.1 49.41.2 52.10.9 52.21.2 52.21.24 68.20 68.20.2 82.99 86.90.9;https://checko.ru/company/rusagro-saratov-1206400010684;https://checko.ru/company/1206400010684/activity
2630016211;"ООО """"РАДУГА"""" (ИНН 2630016211)";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДУГА""";357210, СТАВРОПОЛЬСКИЙ КРАЙ, М.О. МИНЕРАЛОВОДСКИЙ, Г. МИНЕРАЛЬНЫЕ ВОДЫ, УЛ. 1-Я ПРОМЫШЛЕННАЯ, ЗД. 25;;Гусейнов Вагиф Гурбан Оглы;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;360,4 млн;2025;;17;11.05 11.03 11.04 11.07 46.33 46.33.3 46.34.1 46.34.23 46.36.1 46.38.29 46.73.6 46.90 49.41.1 49.41.2 49.41.3 52.10.9 52.29;https://checko.ru/company/raduga-1152651020158;https://checko.ru/company/1152651020158/activity
2623800383;"ООО """"Цитрон";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД-ЛАБОРАТОРИЯ ЦИТРОН""";Ставропольский край, г Михайловск, ул Почтовая, зд 79А;tsitron.ru;Лапшин Виктор Владимирович;ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР;ACTIVE;908,8 млн;2025;;6;29.32.3 29.32 45.31.1 45.32 49.41.2 71.20.9;https://checko.ru/company/zavod-laboratoriya-citron-1112651005004;https://checko.ru/company/1112651005004/activity
5835011964;"ОАО """"Пензахолод";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕНЗАХОЛОД""";г Пенза, ул Совхозная, д 15, офис 10;;Ващенко Сергей Владимирович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;LIQUIDATED;66,4 млн;2024;;19;68.20 10.20 10.52 46.32.3 46.33.1 46.33.3 46.36.3 46.38.1 46.38.26 46.39 47.9 49.41 49.42 52.10 52.21 52.24 52.29 68.31 68.32;https://checko.ru/company/penzaholod-1025801219839;https://checko.ru/company/1025801219839/activity
5104002234;"АО """"КОВДОРСКИЙ ГОК";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОВДОРСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""";Мурманская обл, г Ковдор, ул Сухачева, д 5;eurochem.ru;Кулецкий Валерий Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;74,3 млрд;2022;;39;08.91 07.10.3 07.29.42 35.30.11 46.72 46.90 49.41.2 52.24.2 68.20.29 77.12 77.21 77.39.12 07.10.2 18.12 20.11 33.12 33.14 33.20 35.11.1 35.12 35.12.1 41.20 43.12.4 43.99 52.24 52.29 64.92.2 68.20 77.39 77.39.1 77.39.11 77.39.29 82.99 85.30 85.41 85.41.9 85.42 85.42.9 96.09;https://checko.ru/company/kovdorsky-gok-1025100575103;https://checko.ru/company/1025100575103/activity
7802071707;"АО """"КОМПРЕССОР";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМПРЕССОР""";г Санкт-Петербург, Большой Сампсониевский пр-кт, д 64 литера а;compressor.spb.ru;Савёлов Игорь Валентинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;727,1 млн;2018;;7;28.13 33.12 68.20.29 25.30.22 68.20.2 71.12.11 72.19;https://checko.ru/company/kompressor-1027801533352;https://checko.ru/company/1027801533352/activity
0266033685;"ООО """"ПВК";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМВОДОКАНАЛ""";Респ Башкортостан, г Салават, ул Молодогвардейцев, д 30;pvk-salavat.ru;Гаврилюк Сергей Владимирович;ДИРЕКТОР;ACTIVE;2,1 млрд;2025;;20;37.00 36.00.2 38.21.21 38.32.59 71.20.1 82.99 35.12 35.30.5 36.00.1 38.1 38.2 38.32.5 39.00 42.21 42.22.1 42.22.2 42.91.2 43.12.3 43.22 43.29;https://checko.ru/company/pvk-1100266000702;https://checko.ru/company/1100266000702/activity
0266008329;"ОАО """"Газпром нефтехим Салават";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Респ Башкортостан, г Салават, ул Молодогвардейцев, д 30;;Каримов Айрат Азатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;;;;23;19.20 01.2 08.12 11.02 20.11 20.14.7 20.15 20.16 41.20 46.72.23 49.41.1 52.10.2 55.10 55.90 56.10.1 56.29 68.2 68.20.2 68.32.1 71.12.4 71.20.9 85.42.9 86.90.4;https://checko.ru/company/gazprom-neftekhim-salavat-1020201994361;https://checko.ru/company/1020201994361/activity
0268036071;"ОАО """"Синтез-Каучук";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИНТЕЗ-КАУЧУК""";Респ Башкортостан, г Стерлитамак, ул Техническая, д 14;;Жаворонков Дмитрий Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;8,6 млрд;2020;;8;20.17 18.1 20.59.5 46.12.31 46.75.2 56.29 64.99.11 64.99.3;https://checko.ru/company/sintez-kauchuk-1040203430695;https://checko.ru/company/1040203430695/activity
0279998391;"АО """"УС-30";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА № 30""";Респ Башкортостан, г Межгорье, ул Советская, зд 17;;Мирошниченко Павел Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;;;;42;42.13 20.11 23.63 42.99 49.41.2 52.21.22 68.10.22 68.32.1 71.12.12 71.20.9 77.32 85.42.9 01.70 16.10.1 16.23.1 23.61 23.99.3 25.11 25.99.11 41.20 42.11 42.12 43.11 43.12.1 46.39.2 47.11.1 47.11.2 49.39.1 49.39.3 49.41 49.41.1 56.29 61.10 61.10.1 70.22 71.11 71.12 71.12.1 71.12.61 71.20 85.42 85.42.1;https://checko.ru/company/us-30-1210200056406;https://checko.ru/company/1210200056406/activity
8603023073;"ООО """"КАТОБЬНЕФТЬ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАТОБЬНЕФТЬ""";Ханты-Мансийский Автономный округ - Югра, г Нижневартовск, ул Индустриальная, зд 66А;catob.ru;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРО ВЕЛТ ТЕХНОЛОДЖИС""";;ACTIVE;12,7 млрд;2024;;6;09.10.9 09.10.1 09.10.2 43.99.1 46.77 68.20.2;https://checko.ru/company/katobneft-1028600962851;https://checko.ru/company/1028600962851/activity
4218005950;"АО """"ШАХТА """"ПОЛОСУХИНСКАЯ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ШАХТА ""ПОЛОСУХИНСКАЯ""";Кемеровская область - Кузбасс, г Новокузнецк, р-н Заводской, Есауловское шоссе, д 11;bcnvk.ru;Гургуров Сергей Викторович;ДИРЕКТОР;ACTIVE;3,1 млрд;2025;;30;05.10.15 35.13 56.29.2 71.12.13 71.20.9 05.10.16 28.92 33.12 35.30.14 37.00 42.22.3 42.99 43.12.4 43.21 43.99.4 46.71 52.10 52.24.2 56.29 69.10 69.20.2 70.22 71.12.12 71.12.3 80.10 80.20 80.30 81.22 84.25.9 86.21;https://checko.ru/company/shahta-polosuhinskaya-1024201671779;https://checko.ru/company/1024201671779/activity
8904034784;"ООО """"ГАЗПРОМ ДОБЫЧА УРЕНГОЙ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";Ямало-Ненецкий АО, г Новый Уренгой, ул Железнодорожная, д 8;urengoy-dobycha.gazprom.ru;Корякин Александр Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;657,2 млрд;2025;;70;06.20.1 06.10.1 06.10.3 06.20.2 08.12.1 08.92.1 09.10.9 19.20.9 25.62 35.13 35.30.14 35.30.3 36.00.2 37.00 38.11 46.12.1 46.90 49.50.21 49.50.9 51.10.2 52.10.9 52.21.19 55.90 61.10.1 68.10.21 68.20.29 68.32.1 71.12.62 77.39.29 85.11 85.41.99 86.10 90.04.3 93.11 96.02.2 96.04 06.20 19.20 33.12.1 42.11 42.12 43.12.3 43.22.21 43.22.22 43.22.23 43.22.24 43.22.25 43.22.26 43.22.27 43.22.28 43.22.3 43.22.4 43.99.5 49.20 52.10.2 55.10 68.20.2 71.12.1 71.12.18 71.20.92 74.90.33 80.10.4 84.22 85.30 85.41 85.42.9 86.21 86.23 88.10 90.04;https://checko.ru/company/gazprom-dobycha-urengoy-1028900628932;https://checko.ru/company/1028900628932/activity
