seriya;princip;vid;vstrech;innov;ssylok;ssylki;citata
ТВ-300-1.6М-02;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d36ff6c3-01ed-4187-82e3-632f7cf804c4_cf36af92-b24f-4d9c-91f5-c2c4a0c558d2&infoGuid=d36ff6c3-01ed-4187-82e3-632f7cf804c4;11008 3851001198 планировал ТВ-300-1.6М-02 | ВТ 3000 центробежная 01.2024 план 2230722406 позиция 34, сумма 7 590 000,00 ₽ Поставка турбокомпрессора ТВ-300-1.6М-0
ТВ300/1,6;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=3739494b-6127-45ab-981f-42c98470383a_dfee3a37-9a1a-4efd-88ac-a6ef34075918&infoGuid=3739494b-6127-45ab-981f-42c98470383a;11009 3851001198 планировал ТВ 300/1,6 центробежная 04.2026 план 2250854393 позиция 52, сумма 4 178 782,00 ₽ Капитальный ремонт турбокомпрессора ТВ 300/1,6 №2
ВК45;винтовой;компрессор;2;1;1;https://zakupki.mos.ru/need/6090603;11020 3901500276 покупает ВК45 поршневая или винтовая 01.06.2026 процедура 6090603 Поставка расходных материалов для обслуживания компрессора винтовог
КТК-6;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-01805-2018;02.2018 заключение ЭПБ № 68-ТУ-01805-2018 техническое устройство: влагоотделитель рег. № 1641 зав. № 8 турбокомпрессора КТК-6 цеха газового сырья https://monitor-pb.ru/conclusion/6
КТК-5;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-00999-2018;8 заключение ЭПБ № 68-ТУ-00999-2018 техническое устройство: концевой холодильник рег. № 1645 зав. № 11 турбокомпрессора КТК-5 цеха газового сырья https://monitor-pb.ru/conclusion/6
ВП-2;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-21209-2021;.2021 заключение ЭПБ № 68-ТУ-21209-2021 технические устройства: вакуум-фильтры «Украина» - 80 поз. 813-5, 813-6 грохот ВП-2 поз. 191-5 турбокомпрессор ТВ-200-1,4М1-01 поз. 156-3 це
К010;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-568056-2025;11289 4205303317 есть LB-1B | К010 центробежная по серии среда не названа 18.12.2025 заключение ЭПБ № 42-ТУ-568056-2025 компрессорный агрегат Grasso SP1 L
К020;центробежный;компрессор;2;2;2;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-07861-2018 | https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-568113-2025;11290 4205303317 есть LB-1B | К020 центробежная по серии среда не названа 18.12.2025 заключение ЭПБ № 42-ТУ-568113-2025 компрессорный агрегат Grasso SP1 L
ТВ200-1,4-01;центробежный;компрессор;2;1;1;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-14563-2024;11365 4214000608 есть МО-318 | МО-212 | ФГВ-1321У | ТВ200-1,4-01 центробежная воздух 20.05.2024 заключение ЭПБ № 68-ТУ-14563-2024 отсадочные машины МО-318 позиция № 229, МО-212 поз
ВП-4;не установлен;компрессор;2;1;1;https://etpgpb.ru/procedure/tender/gaz/198412-vypolnenie-rabot-po-kapitalnomu-remontu-kompressornyh-stantsiy-uks-400-vp-4-dlya-nuzhd-ooo-gazprom-transgaz-ekaterinburg-v-2023-god;азвана 2023-03-27 ЭТП ГПБ, процедура 32312228701 Выполнение работ по капитальному ремонту компрессорных станций УКС-400 ВП-4 для нужд ООО "Газпром трансгаз Екатеринбург" в 2023 год
ТВ200-1.4;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-20662-2017;11648 4219000048 есть ТВ200-1.4 центробежная среда не названа 26.09.2017 заключение ЭПБ № 68-ТУ-20662-2017 технические устройства: фильтр-пресс ленточн
ТВ80-1,34-0,1;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=914f7c61-6a33-40c4-ab1e-df669c41f593_a9898519-4802-0250-0162-000021311867&infoGuid=914f7c61-6a33-40c4-ab1e-df669c41f593;11855 4222010511 планировал ТВ80-1,34-0,1 центробежная воздух 01.2025 план 2240785851 позиция 162, сумма 5 500 000,00 ₽ Закупка турбокомпрессора воздушного ТВ80-
ТВ-200-1,4М1-01.УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a65e8ec7-b52a-4168-8df9-7a240725cf0a_5020c2ef-e90f-4e97-967d-5a3e9cc9490b&infoGuid=a65e8ec7-b52a-4168-8df9-7a240725cf0a;11934 4307017925 планировал ТВ-200-1,4М1-01.УЗ центробежная 01.2025 план 2240783521 позиция 1, сумма 1 100 000,00 ₽ Ремонт Турбокомпрессора ТВ-200-1,4М1-01.УЗ https:/
ВК-430;не установлен;компрессор;2;1;1;https://www.rts-tender.ru/poisk/id/l4536273-4-12-1/;12077 4633001577 покупает ВК-430 | 24В 10А | IP65 тип не установлен 23.07.2026 процедура 4536273 Сервисное техническое обслуживание и сервисный ремонт т
К250-6-1;центробежный;компрессор;2;1;1;https://www.tender.pro/api/tender/283816/view_public;12291 4715030610 покупает Р-1500/3,74 | К250-6-1 центробежная по серии 11.08.2017 тендер 283816 закупка для БЦП заявка 44/08-02 зубчатая передача Р-1500/3,74 к компресс
ТГ-200;не установлен;воздуходувка;2;1;2;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14067-2020 | https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14064-2020;ение, машина лишь упомянута газ или иная среда 10.11.2020 заключение ЭПБ № 13-ТУ-14064-2020 Трубопровод всаса газодувок ТГ-200, инв. № 58450, кислородной станции №1, площадка возду
ЗИФ5/10;не установлен;компрессор;2;1;1;https://zakupki.mos.ru/need/3801659;13416 5034065171 покупает ЗИФ 5/10 тип не установлен 20.09.2021 процедура 3801659 Поставка оборудования для компрессорной установки ЗИФ 5/10 для нужд фили
Ц-16/41-2.2;центробежный;нагнетатель;2;1;1;https://etpgpb.ru/procedures/gaz/163104-vypolnenie-rabot-po-nagrevu-korpusa-nagnetatelya-gpa-ts-16-41-2-2-na-obektah-ooo-gazprom-transgaz-stavropol-v-2021-godu/;50002450 покупает центробежная газ 2021-02-18 процедура 32110005482 Выполнение работ по нагреву корпуса нагнетателя ГПА-Ц-16/41-2.2 на объектах ООО "Газпром трансгаз Ставрополь" в 
ТВ175-1.6М1-01.У3;центробежный;компрессор;2;1;2;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=27a499e1-48dd-42b3-94e5-41d92aa33159_5cb6c2f0-9b95-4066-a8d7-becf41636194&infoGuid=27a499e1-48dd-42b3-94e5-41d92aa33159 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6c55921c-6ea9-4a5c-978f-75c62741cda8_cf95a991-9b9a-4e5c-a768-d504c1539282&infoGuid=6c55921c-6ea9-4a5c-978f-75c62741cda8;210534323 позиция 496, сумма 1 383 050,66 ₽ Выполнение работ по замене подшипников на турбокомпрессорах ТВ300-1,6М-В2 и ТВ175-1.6М1-01.У3 https://zakupki.gov.ru/epz/orderplan/tru-p
ТВ-150;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-548901-2025;14098 5249002485 есть ОП 860-25 | ТВ-150 центробежная воздух 15.12.2025 заключение ЭПБ № 52-ТУ-548901-2025 ЗАКЛЮЧЕНИЕ № ОП 860-25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПА
К250-6/5;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=3fba0bcc-5aa1-403a-ba00-1ce7a27eb98f_2d0fa86d-328a-4d90-b760-8f55e9720295&infoGuid=3fba0bcc-5aa1-403a-ba00-1ce7a27eb98f;14337 5252000350 планировал К 250-6/5 центробежная 03.2024 план 2230735293 позиция 25, сумма 1 313 000,00 ₽ Поставка запасных частей к турбокомпрессору К 250
К-12-01648-2022;центробежный;воздуходувка;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6d638e05-d5a4-4669-b57a-5d0f70dfd6a2_005056be-63bb-1eec-9cd5-d00350459446&infoGuid=6d638e05-d5a4-4669-b57a-5d0f70dfd6a2;14485 5260900725 планировал центробежная воздух 01.2022 план 2210554010 позиция 2823, сумма 222 232,49 ₽ 1700-G03-К-12-01648-2022 ОА-С-ТНМ-119.22 Воздуходувка https://zakupki.gov.r
К-12-00961-2021;не установлен;компрессор;2;1;2;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c08c2328-12ba-4bbc-aafd-90006cfb0802_005056be-1d37-1edb-8aaf-fdf1a4518966&infoGuid=c08c2328-12ba-4bbc-aafd-90006cfb0802 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a10171bc-6486-4df5-91a6-8df4980109ac_005056be-63bb-1eeb-8ef1-d4c52d697216&infoGuid=a10171bc-6486-4df5-91a6-8df4980109ac;14486 5260900725 планировал тип не установлен 11.2020 план 2200465804 позиция 1748, сумма 639 814,39 ₽ 1700-G02-К-12-00961-2021 Установка компрессорная https://zakupki.gov.ru/epz/o
ТВ80-1,8-01.УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bb720e95-a594-4677-88fd-7805ffc935ec_4eddbdd7-0083-49a6-bf08-d88bf1a310c2&infoGuid=bb720e95-a594-4677-88fd-7805ffc935ec;14524 5321058347 планировал ТВ80-1,8-01.УЗ | IP23 центробежная 07.2021 план 2200490732 позиция 285, сумма 1 990 000,00 ₽ Поставка турбокомпрессора ТВ80-1,8-01.УЗ 
ТВ-80-1.8;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/60-%D0%A2%D0%A3-28323-2018;14590 5452114972 есть ТВ-80-1.8 центробежная воздух 19.12.2018 заключение ЭПБ № 60-ТУ-28323-2018 техническое устройство "Турбовоздуходувка марки ТВ-80-
ТВ-80-1,4М;центробежный;воздуходувка;2;1;1;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-19528-2020;14897 5501041254 есть ТВ-80-1,4М, | ТВ-332 | Г-43-6 центробежная воздух 28.08.2020 заключение ЭПБ № 61-ТУ-19528-2020 техническое устройство – турбовозду
ТВ42-1,4-01.УЗ;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=53529621-b2a0-48d3-85ba-a2bb7530752d_a680db6d-0286-4b73-8450-1415848616d9&infoGuid=53529621-b2a0-48d3-85ba-a2bb7530752d;15294 5802003936 планировал ТВ42-1,4-01.УЗ центробежная 03.2026 план 2250841914 позиция 3, сумма 2 250 000,00 ₽ Турбокомпрессор ТВ42-1,4-01.УЗ с электродвигателем
К-500-61-05;центробежный;компрессор;2;1;1;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=46ccffc7-88fe-4de9-9e2c-296707725397_9e3b98b2-111f-4234-aa11-b496c1f26569&infoGuid=46ccffc7-88fe-4de9-9e2c-296707725397;16162 5906042295 планирует К-500-61-05 центробежная по серии 07.2026 план 2250859779 позиция 99, сумма 6 654 490,00 ₽ Капитальный ремонт компрессора К-500-61-
ГПА-16-08;не установлен;ГПА;2;1;1;https://www.tender.pro/api/tender/199651/view_public;16319 5907001774 покупает ГПА-16-08 тип не установлен газ 18.02.2015 тендер 199651 Изготовление и поставка Покупателю на своей территории на условиях франк
К-1500/24БМ;центробежный;компрессор;2;1;1;https://zakupki.mos.ru/auction/10161124;16649 5947009096 покупает К-1500/24БМ центробежная по серии 27.03.2026 процедура 10161124 Компрессор ПАРМА К-1500/24БМ безмаслянный для накачки шин https://z
