marka;forma;vstrech;innov;tip;chem_dobyta;primer;ssylka
WRViXN/321/132;Л/Ц/Ц;6;1;компрессор;провайдер+регулярка;техническое устройство, применяемое на опасном производственном объекте: винтовой компрессор WRViXN/321/132 зав. №Mk6CS/WRViXN/321/13232, дожимной компрессорной установки ELT-321/1400 (P12163) зав. № ;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-00910-2022
6МК-12/64-М2;ЦК-Ц/Ц-КЦ;6;1;компрессор;регулярка;Компрессор мембранный 1,6МК-12/64-М2 зав. № 871004 поз. М-14/8;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-04989-2019
150 Мк 10;Ц К Ц;6;1;компрессор;провайдер+регулярка;"Мембранный компрессор фирмы "" Andreas Hofer"" типа 150 Мк 10 зав. № 36400/25, поз. 136/2, цех 24 (корп. 145)";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-69881-2024
МК-16/12,5-200 М;К-Ц/Ц,Ц-Ц К;6;1;компрессор;регулярка;«Мембранный компрессор 1,6 МК-16/12,5-200 М, зав. № 780106, техн. № 8», применяемый на опасном производственном объекте: рег. № А43-01519-1225, «Площадка газоперерабатывающего завода (Управление «Татн;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-07009-2022
SВ 0530D2НО;ЛК ЦЛЦК;6;1;воздуходувка;регулярка;воздуходувка типа SВ 0530D2НО, поз. 1-ГД-505, зав. № ВN 10048818003;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-07468-2019
ТВ 80-1.6;К Ц-Ц.Ц;6;1;воздуходувка;регулярка;Турбовоздуходувка марки ТВ 80-1.6, Технологический индекс В-3, зав. №1043, инв. №005989/005989, цех №5, установка 43/102- Iбл.;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-971078-2026
4HR3KN 200-210-5-249;ЦЛЦЛ Ц-Ц-Ц-Ц;6;1;компрессор;провайдер;Компрессорная установка 4HR3KN 200-210-5-249 СКУ №1, зав. № 42317, инв. № 000002577 применяемое на опасном производственном объекте – Автомобильная газонаполнительная компрессорная станция №1 г. Орск ;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-23147-2021
В 2,7-1,0-З-УХЛ1;К Ц,Ц-Ц,Ц-К-КЦ;6;1;ресивер;провайдер;"""Воздухосборник В 2,7-1,0-З-УХЛ1"", зав.№ 11105 применяемое на опасном производственном объекте Восточно-Сибирского филиала ООО ""РН-Бурение""";https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-21760-2025
ВАСО4-13-12УХЛ-1;КЦ-Ц-ЦК-Ц;6;1;не машина;провайдер;"Электродвигатель взрывозащищенного исполнения тип ВАСО4-13-12УХЛ-1 зав. № 4952/0024, техн. № ЭД-6 секц. №9; ДКС Ямсовейская, цех № 1, Установка АВО газа (УАВО), инв. № 003661 Площадка промысловой комп";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04601-2022
С3U210.-GP;КЦЛЦ.-Л;5;1;компрессор;регулярка;техническое устройство – Компрессорная установка КУ№В, тип С3U210.-GP, зав.№050926, применяемое на опасном производственном объекте «Автомобильная газонаполнительная компрессорная станция №1 г. Кемеро;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-78499-2025
HL1KU-125/80-D;ЛЦЛ-Ц/Ц-Л;5;1;компрессор;провайдер+регулярка;КОМПРЕССОРНУЮ УСТАНОВКУ HL1KU-125/80-D, зав. № 4240/88/796, ст. № GK-2, инв. № 000002968 применяемое на опасном производственном объекте – Автомобильная газонаполнительная компрессорная станция №1 г. ;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-36603-2020
2ГМ16-20/42-60 СМ2;ЦКЦ-Ц/Ц-Ц КЦ;5;1;компрессор;регулярка;Заключение экспертизы промышленной безопасности №ЭПБ-06-00249-0003-2024 на техническое устройство: компрессор поршневой 2ГМ16-20/42-60 СМ2, поз. ПК-1, зав. №65 установки гидроочистки дизельного топлив;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-41888-2024
10ГК 2-1,5/17,4;ЦК Ц-Ц,Ц/Ц,Ц;5;1;компрессор;регулярка;Компрессор 10ГК 2-1,5/17,4, поз. 1, зав. №106, инв. №20105491. ГКУ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32051-2018
ВСВ 0.9-1.0-3;К Ц.Ц-Ц.Ц-Ц;5;1;ресивер;регулярка;на техническое устройство, применяемое на опасном производственном объекте: Ресивер ВСВ 0.9-1.0-3, зав.№0121, рег.№1018, БПО Северная Нижневартовский филиал ООО РН-Бурение;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-721657-2026
А30-00140-0016/III;КЦ-Ц-Ц/Л;5;1;ресивер;регулярка;Воздухосборник В-10 зав. № 3902, рег. № 13750/А Местонахождение объекта: 350059, Краснодарский край, г. Краснодар, ул. Тихорецкая, 5 Эксплуатирующая организация: ОАО «МЖК «Краснодарский» Наименование ;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-12482-2022
ВЭЭ-6,3-1,0-;К-Ц,Ц-Ц,Ц-;5;1;ресивер;регулярка;"№ ТЭН-ТУ-РЖД-ЗБ-Р1-2024 Ресивер ВЭЭ-6,3-1,0-1у, черт.388.123.000-03, зав.№56941, рег. №С-5962; Опасный производственный объект (ОПО) «Площадка воздухосборников ст. Белогорск эксплуатационного локомоти";https://monitor-pb.ru/conclusion/72-%D0%A2%D0%A3-04003-2024
YD2-220G-OL;ЛЦ-ЦЛ-Л;5;1;компрессор;регулярка;Поршневой компрессор типа YD2-220G-OL, поз. № 1РС-811, зав. № 88T-2295-3 (Площадка производства АО «ПОЛИЭФ», корпус 114);https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34502-2024
6ГВ-25/7С-УХЛ4;ЦК-Ц/ЦК-КЦ;5;1;компрессор;регулярка;Компрессор типа 6ГВ-25/7С-УХЛ4, поз. М-701-1, зав. № б/н, цех № 11, корпус 1319;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-40410-2023
2C3A-1.23;ЦЛЦЛ-Ц.Ц;5;1;компрессор;регулярка;"""Поршневой компрессор марки Burchardt 2C3A-1.23, технологический индекс 142C-2, зав. №27313, инв. №4145, местонахождение: производство полиэтилена, Объект 500-504, Отделение компрессии (501), эксплуат";https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-09944-2025
2УМ4-13/1,3-19С;ЦКЦ-Ц/Ц,Ц-ЦК;5;1;компрессор;регулярка;Заключение № КН-0958-24 экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте Компрессор поршневой оппозитный 2УМ4-13/1,3-19С (зав.№1760506, те;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-30477-2024
F2S 25/53;ЛЦЛ Ц/Ц;5;1;компрессор;регулярка;Заключение № КН-0458-24 экспертизы промышленной безопасности технического устройства, применяемого на опасном производственном объекте Компрессор поршневой предварительного сжатия F2S 25/53 (зав.№5452;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-22683-2024
5C5ГП-20/18;ЦЛЦК-Ц/Ц;5;1;компрессор;регулярка;техническое устройство: Компрессор поршневой 5C5ГП-20/18 (зав. №115174, техн. №97/6, эксплуатируемый на ПАО «Химпром», Производство пероксида водорода, цех 50;https://monitor-pb.ru/conclusion/44-%D0%A2%D0%A3-04951-2020
4RBA 44B-5RBA;ЦЛ ЦЛ-ЦЛ;5;1;компрессор;регулярка;Центробежный компрессор «АДА» тип 4RBA 44B-5RBA 39A техн. № 7/02-2, зав.№ 1.805.156;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-03469-2019
ТВ-80/1.4;К-Ц/Ц.Ц;5;1;воздуходувка;регулярка;"техническое устройство: турбовоздуходувка ТВ-80/1.4 поз. 513B-II, ПАО ""Южный Кузбасс""";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-28026-2018
ТВ150-1.12-01.УЗ;КЦ-Ц.Ц-Ц.К;5;1;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ № ОП 704-25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство - Турбовоздуходувка ТВ150-1.12-01.УЗ поз. 29/3, зав. № 2005, инв. № 29131, применяемое на опасном производственном;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-549478-2025
2СНМ4-24/;ЦКЦ-Ц/;5;1;компрессор;регулярка;техническое устройство «Компрессор поршневой азотный 2СНМ4-24/9с со встроенным шестеренчатым маслонасосом , тех. поз. АК-1» установки АКС-2, применяемое на опасном производственном объекте «Площадка а;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-00236-2020
ХТК-2,5/3,5М;К-Ц,Ц/Ц,ЦК;5;1;компрессор;провайдер;Компрессор центробежный хлорный ХТК – 2,5 / 3,5 М поз. 63-3 зав.№07002 цех 6 корпус 3-1, опо №А39-00003-0001;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-21917-2019
